Driver,LapTime,Compound,TyreLife,TyreLife_sq,Stint,TrackStatus,Race,LapInRace,LapInRace_sq,FuelWeightEffect,DriverForm,Position_normalized,S1_speed,S2_speed,S3_speed,AvgSpeed,IsPersonalBest_int,FreshTire_int,IsStartLap,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed
VER,85.071,HARD,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,85.0018,0.5,120.48596003882326,200.3784927084493,96.70660291194326,288.0,0,1,0,24.4,37.6,53.1,False,2.4
BEA,85.397,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,85.72200000000001,0.55,118.89820992139508,202.05421788179828,96.50957053241113,291.25,0,1,0,24.4,37.6,53.1,False,2.4
BOR,85.224,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,86.0538,0.6,119.41882836860613,201.8050339144571,96.67284298719086,285.25,1,1,0,24.4,37.6,53.1,False,2.4
ALB,85.728,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,7,49,-0.21,86.1172,0.65,119.65698331449846,197.18464150736702,96.29530560385182,286.0,0,1,0,24.4,37.6,53.1,False,2.4
SAI,85.826,SOFT,9.0,81.0,1.0,1,Australian Grand Prix,6,36,-0.18,86.268,0.7,120.01200120012001,196.21736523682344,96.04610212902193,288.25,0,1,0,24.4,37.6,53.1,False,2.4
LAW,86.025,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,6,36,-0.18,86.47200000000001,0.75,119.09093916437858,199.19216510817242,95.43249476446731,279.5,0,1,0,24.4,37.6,53.1,False,2.4
ALO,87.04,SOFT,9.0,81.0,1.0,1,Australian Grand Prix,4,16,-0.12,87.21350000000001,0.8,118.21883620123471,193.029490616622,94.89166534872687,278.5,0,1,0,24.4,37.6,53.1,False,2.4
PER,87.05,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,5,25,-0.15,87.3352,0.85,116.85655857434999,197.44419459222289,94.71191791633781,286.0,1,1,0,24.5,36.7,53.3,False,1.6
BOT,87.679,HARD,9.0,81.0,1.0,1,Australian Grand Prix,5,25,-0.15,87.6084,0.9,115.53644211945186,197.90006046946294,93.92366093558402,285.75,0,1,0,24.5,36.7,53.3,False,1.6
LEC,83.977,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,84.7996,0.05,120.70815450643775,200.41195791348883,99.47499309201437,282.5,1,1,0,24.5,36.7,53.3,False,1.6
RUS,84.112,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,84.80359999999999,0.1,121.39605462822459,198.11788013868252,99.21181722978558,287.0,0,1,0,24.5,36.7,53.3,False,1.6
HAM,84.255,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,84.715,0.15,120.69601367888153,201.39860139860141,98.4871282794846,287.0,1,1,0,24.5,36.7,53.3,False,1.6
ANT,84.037,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,83.89739999999999,0.2,121.11832587558456,201.35354326304602,98.80609304240427,292.0,0,1,0,24.5,36.7,53.3,False,1.6
HAD,85.363,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,85.4478,0.25,120.33694344163658,191.03210400636775,98.35528113217858,272.0,0,1,0,24.4,36.6,53.1,False,2.7
LIN,85.565,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,85.34960000000001,0.3,119.33174224343676,200.59062796010477,96.12817089452602,283.5,0,1,0,24.4,36.6,53.1,False,2.7
NOR,85.295,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,85.2494,0.35,119.53381810937344,200.8480249944209,96.6339185053954,286.0,0,1,0,24.4,36.6,53.1,False,2.7
OCO,85.632,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,85.3738,0.4,118.17226890756304,201.0948497374595,96.60280148124296,286.0,0,1,0,24.4,36.6,53.1,False,2.7
VER,85.133,HARD,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,85.0526,0.45,119.85617259288853,204.44091089783632,96.03072983354674,294.0,0,1,0,24.4,36.6,53.1,False,2.7
GAS,86.669,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,85.6284,0.5,118.129614438064,202.24719101123594,93.76465072667605,290.25,0,1,0,24.4,36.6,53.1,False,2.7
BEA,85.668,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,85.655,0.55,118.8236459055352,199.88895058300943,96.35716388747625,287.75,0,1,0,24.4,36.6,53.1,False,2.7
BOR,85.561,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,9,81,-0.27,85.9006,0.6,118.12573828586429,201.8616126499944,96.64170089393575,291.25,0,1,0,24.4,36.6,53.1,False,2.7
ALB,86.03,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,8,64,-0.24,85.888,0.65,119.28034193698021,195.31250000000003,96.21295133228212,283.5,0,1,0,24.4,36.6,53.1,False,2.7
SAI,86.202,SOFT,10.0,100.0,1.0,1,Australian Grand Prix,7,49,-0.21,86.0062,0.7,117.5011423722175,196.37791839406503,96.69101847872798,287.75,0,1,0,24.4,36.6,53.1,False,2.7
LAW,85.751,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,7,49,-0.21,86.28999999999999,0.75,118.09086435952108,198.54401058901388,96.94619486185168,279.75,1,1,0,24.4,36.6,53.1,False,2.7
ALO,87.475,SOFT,10.0,100.0,1.0,1,Australian Grand Prix,5,25,-0.15,87.2658,0.8,117.69706084284172,190.67796610169495,94.71690170490423,275.0,0,1,0,24.4,36.6,53.1,False,2.7
PER,87.595,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,6,36,-0.18,87.40979999999999,0.85,116.20025176721217,195.68407892591185,94.19891671245782,282.75,0,1,0,24.4,36.6,53.1,False,2.7
BOT,87.661,HARD,10.0,100.0,1.0,1,Australian Grand Prix,6,36,-0.18,87.593,0.9,115.96443757247776,197.99802001979984,93.66462859372967,283.25,0,1,0,24.4,36.6,53.1,False,2.7
STR,87.614,MEDIUM,10.0,100.0,1.0,1,Australian Grand Prix,2,4,-0.06,87.629,0.95,116.02423617377852,192.24607497596926,95.08716323296356,271.5,1,1,0,24.4,36.6,53.1,False,2.7
LEC,83.798,MEDIUM,11.0,121.0,1.0,1,Australian Grand Prix,10,100,-0.3,84.59479999999999,0.05,121.68328544870712,199.0930206835527,99.63743046137667,285.25,1,1,0,24.4,36.4,53.3,False,2.2
RUS,83.967,MEDIUM,11.0,121.0,1.0,1,Australian Grand Prix,10,100,-0.3,84.6692,0.1,122.27430201752598,198.81813663224167,98.85221593717392,294.0,1,1,0,24.4,36.4,53.3,False,2.2
HAM,84.073,MEDIUM,11.0,121.0,1.0,1,Australian Grand Prix,10,100,-0.3,84.58899999999998,0.15,121.26928518493567,202.0655590480467,98.43865357797162,284.75,1,1,0,24.4,36.4,53.3,False,2.2
ANT,83.89,MEDIUM,11.0,121.0,1.0,16,Australian Grand Prix,10,100,-0.3,83.8706,0.2,121.1672444549157,201.99753114128606,99.01807079792063,290.75,0,1,0,24.4,36.4,53.3,False,2.2
RUS,87.094,HARD,2.0,4.0,2.0,71,Australian Grand Prix,11,121,-0.32999999999999996,85.26820000000001,0.15,110.37527593818986,199.40179461615156,98.83593235229519,257.75,0,1,0,24.3,36.6,53.3,False,2.5
ANT,86.679,HARD,2.0,4.0,2.0,71,Australian Grand Prix,11,121,-0.32999999999999996,84.4394,0.25,111.96466892669426,197.67186470459038,99.13531971140607,269.75,0,1,0,24.3,36.6,53.3,False,2.5
VER,86.13,HARD,14.0,196.0,1.0,71,Australian Grand Prix,10,100,-0.3,85.285,0.3,114.92051331162612,198.85108263367212,98.09264305177112,278.75,0,1,0,24.3,36.6,53.3,False,2.5
BEA,85.628,MEDIUM,14.0,196.0,1.0,1,Australian Grand Prix,10,100,-0.3,85.58680000000001,0.35,116.89450271130305,201.24098608083182,97.4500568458665,283.0,0,1,0,24.3,36.6,53.3,False,2.5
BOR,85.958,MEDIUM,14.0,196.0,1.0,1,Australian Grand Prix,10,100,-0.3,85.59960000000001,0.4,116.04293588627793,201.97486535008974,97.00627846191156,280.75,0,1,0,24.3,36.6,53.3,False,2.5
NOR,84.233,HARD,3.0,9.0,2.0,1,Australian Grand Prix,10,100,-0.3,85.08879999999999,0.45,120.47386386453383,201.45495243424733,98.68150544118856,280.75,1,1,0,24.3,37.3,53.7,False,2.0
OCO,85.303,HARD,3.0,9.0,2.0,1,Australian Grand Prix,10,100,-0.3,85.3206,0.5,118.42105263157896,200.16680567139284,97.51340809361287,283.75,0,1,0,24.3,37.3,53.7,False,2.0
GAS,85.748,HARD,3.0,9.0,2.0,1,Australian Grand Prix,10,100,-0.3,85.5802,0.55,117.0655567117586,200.20020020020021,97.26049602852974,282.0,0,1,0,24.3,37.3,53.7,False,2.0
ALB,85.379,HARD,2.0,4.0,2.0,1,Australian Grand Prix,9,81,-0.27,85.67660000000001,0.6,119.64107676969094,196.29225736095967,97.43159490107988,281.75,1,1,0,24.3,37.3,53.7,False,2.0
SAI,84.927,HARD,3.0,9.0,2.0,1,Australian Grand Prix,8,64,-0.24,85.6172,0.65,120.0080005333689,199.03798308177144,97.71456489875685,289.5,1,1,0,24.3,37.3,53.7,False,2.0
PER,87.084,MEDIUM,14.0,196.0,1.0,1,Australian Grand Prix,7,49,-0.21,87.30760000000001,0.7,118.5926999604691,193.1226865511507,94.52044004515976,280.5,0,1,0,24.3,37.3,53.7,False,2.0
LAW,85.233,HARD,3.0,9.0,2.0,1,Australian Grand Prix,8,64,-0.24,85.9082,0.75,121.07759055594794,198.56591285162716,96.33395772009634,282.0,1,1,0,24.3,37.3,53.7,False,2.0
COL,86.663,HARD,14.0,196.0,2.0,1,Australian Grand Prix,7,49,-0.21,86.7148,0.8,118.38211114764881,197.1954425942156,94.74432192015159,283.5,0,0,0,24.3,37.3,53.7,False,2.0
STR,87.008,HARD,3.0,9.0,2.0,1,Australian Grand Prix,3,9,-0.09,87.42200000000001,0.85,117.71630370806358,192.51336898395724,95.42490590044002,267.5,1,1,0,24.3,37.3,53.7,False,2.0
LEC,83.765,MEDIUM,15.0,225.0,1.0,1,Australian Grand Prix,11,121,-0.32999999999999996,84.54100000000001,0.05,121.87277836081111,201.1173184357542,99.1025711611518,277.5,1,1,0,24.3,37.3,53.7,False,2.0
HAM,83.703,MEDIUM,15.0,225.0,1.0,1,Australian Grand Prix,11,121,-0.32999999999999996,84.4566,0.1,121.83978068839475,202.66846816416145,98.9201220014838,284.25,1,1,0,24.3,38.4,53.9,False,3.5
RUS,82.825,HARD,3.0,9.0,2.0,1,Australian Grand Prix,12,144,-0.36,84.7952,0.15,123.79642365887209,202.86261692775838,100.0027778549404,284.25,1,1,0,24.3,38.4,53.9,False,3.5
LIN,84.877,MEDIUM,15.0,225.0,1.0,1,Australian Grand Prix,10,100,-0.3,85.2466,0.2,120.02000333388897,201.2072434607646,97.32360097323601,282.75,1,1,0,24.3,38.4,53.9,False,3.5
ANT,83.287,HARD,3.0,9.0,2.0,1,Australian Grand Prix,12,144,-0.36,84.3602,0.25,122.67429973420569,203.0456852791878,99.4173041341029,297.0,1,1,0,24.3,38.4,53.9,False,3.5
VER,84.098,HARD,15.0,225.0,1.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.0278,0.3,121.54770747518401,200.6800825018117,98.51947127883749,286.75,1,1,0,24.3,38.4,53.9,False,3.5
BEA,84.562,MEDIUM,15.0,225.0,1.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.46020000000001,0.35,120.40536472791732,201.1173184357542,97.92454369882763,287.0,1,1,0,24.3,38.4,53.9,False,3.5
BOR,84.819,MEDIUM,15.0,225.0,1.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.40639999999999,0.4,120.56262558606832,201.02747375474647,97.16336940973252,285.0,1,1,0,24.3,38.4,53.9,False,3.5
NOR,83.784,HARD,4.0,16.0,2.0,1,Australian Grand Prix,11,121,-0.32999999999999996,84.85000000000001,0.45,122.44065029589824,201.12855466785854,98.67609571581285,284.0,1,1,0,24.3,38.4,53.9,False,3.5
OCO,85.36,HARD,4.0,16.0,2.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.37519999999999,0.5,118.6982755778298,200.31159581571333,97.14239456002592,283.25,0,1,0,24.3,38.4,53.9,False,3.5
GAS,84.823,HARD,4.0,16.0,2.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.529,0.55,120.28869286287087,200.51242063050017,97.45269483771419,286.25,1,1,0,24.3,38.4,53.9,False,3.5
ALB,85.035,HARD,3.0,9.0,2.0,1,Australian Grand Prix,10,100,-0.3,85.546,0.6,120.87838291585523,196.81810726586846,97.39732698447052,283.5,1,1,0,24.3,38.4,53.9,False,3.5
SAI,84.824,HARD,4.0,16.0,2.0,1,Australian Grand Prix,9,81,-0.27,85.44239999999999,0.65,120.9474214681673,198.29248141007986,97.55040104053761,290.25,1,1,0,24.3,38.4,53.9,False,3.5
LAW,86.791,HARD,4.0,16.0,2.0,1,Australian Grand Prix,9,81,-0.27,85.9376,0.75,119.10669975186104,201.02747375474647,93.12432096849294,282.25,0,1,0,24.3,38.4,53.9,False,3.5
COL,85.6,HARD,15.0,225.0,2.0,1,Australian Grand Prix,8,64,-0.24,86.33239999999999,0.8,119.65698331449846,198.9389920424403,96.21038003100112,283.0,1,0,0,24.5,39.1,53.5,False,3.0
STR,86.872,HARD,4.0,16.0,2.0,1,Australian Grand Prix,4,16,-0.12,87.28450000000001,0.85,118.23048375972937,191.62186618406346,95.65309809756616,269.25,1,1,0,24.5,39.1,53.5,False,3.0
LEC,83.511,MEDIUM,16.0,256.0,1.0,1,Australian Grand Prix,12,144,-0.36,84.1306,0.05,122.47814105399246,201.13979215554812,99.39260077305356,281.5,1,1,0,24.5,39.1,53.5,False,3.0
HAM,83.412,MEDIUM,16.0,256.0,1.0,1,Australian Grand Prix,12,144,-0.36,84.2574,0.1,122.90464647844047,202.05421788179828,99.16262670780078,286.75,1,1,0,24.5,39.1,53.5,False,3.0
RUS,82.923,HARD,4.0,16.0,2.0,1,Australian Grand Prix,13,169,-0.39,84.1842,0.15,123.68583797155225,203.4013221085937,99.67329309485575,285.5,0,1,0,24.5,39.1,53.5,False,3.0
ANT,83.618,HARD,4.0,16.0,2.0,1,Australian Grand Prix,13,169,-0.39,84.3022,0.2,122.67848014994038,200.08892841262784,99.22548992585652,282.75,0,1,0,24.5,39.1,53.5,False,3.0
LIN,85.898,MEDIUM,16.0,256.0,1.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.3874,0.25,116.80726800778716,201.1622708985248,96.82104243989026,280.0,0,1,0,24.5,39.1,53.5,False,3.0
VER,84.606,HARD,16.0,256.0,1.0,1,Australian Grand Prix,12,144,-0.36,85.0076,0.3,121.9429577941874,199.5565410199557,97.18172983479107,292.25,0,1,0,24.5,39.1,53.5,False,3.0
BEA,84.563,MEDIUM,16.0,256.0,1.0,1,Australian Grand Prix,12,144,-0.36,85.1636,0.35,120.04401613925107,201.5451797111186,98.0605796469819,286.5,0,1,0,24.5,39.1,53.5,False,3.0
BOR,84.98,MEDIUM,16.0,256.0,1.0,1,Australian Grand Prix,12,144,-0.36,85.3084,0.4,120.72029777673451,200.44543429844097,96.77679507513645,283.75,0,1,0,24.5,39.1,53.5,False,3.0
NOR,83.912,HARD,5.0,25.0,2.0,1,Australian Grand Prix,12,144,-0.36,84.5726,0.45,121.93469719550197,200.90406830738323,98.7139762538046,283.0,0,1,0,24.5,39.1,53.5,False,3.0
OCO,85.43,HARD,5.0,25.0,2.0,1,Australian Grand Prix,12,144,-0.36,85.45540000000001,0.5,118.68653567189767,200.0555709919422,97.0271945664771,282.25,0,1,0,24.5,39.1,53.5,False,3.0
GAS,84.69,HARD,5.0,25.0,2.0,1,Australian Grand Prix,12,144,-0.36,85.4742,0.55,120.73649260488982,202.13363279056713,97.13191053071796,290.5,1,1,0,24.5,39.1,53.5,False,3.0
SAI,84.94,HARD,5.0,25.0,2.0,1,Australian Grand Prix,10,100,-0.3,85.34380000000002,0.6,120.87432427895108,198.42363445957116,97.26049602852974,289.0,0,1,0,24.6,37.7,53.1,False,3.0
COL,85.911,HARD,16.0,256.0,2.0,1,Australian Grand Prix,9,81,-0.27,86.012,0.8,119.37526942335114,197.04433497536948,96.04097748372638,283.5,0,0,0,24.6,37.7,53.1,False,3.0
STR,87.37,HARD,5.0,25.0,2.0,1,Australian Grand Prix,5,25,-0.15,87.30160000000001,0.85,117.88205245751335,190.88016967126194,94.80919649205974,268.25,0,1,0,24.6,37.7,53.1,False,3.0
LEC,84.356,MEDIUM,17.0,289.0,1.0,1,Australian Grand Prix,13,169,-0.39,83.8814,0.05,120.57070131957934,199.08201072830838,98.86035974186461,287.75,0,1,0,24.6,37.7,53.1,False,3.0
HAM,84.045,MEDIUM,17.0,289.0,1.0,1,Australian Grand Prix,13,169,-0.39,83.8976,0.1,121.0938813952706,201.30850528434829,98.81151703126287,287.0,0,1,0,24.6,37.7,53.1,False,3.0
RUS,82.765,HARD,5.0,25.0,2.0,1,Australian Grand Prix,14,196,-0.42,83.9148,0.15,123.77514182568333,202.81690140845072,100.19482326746451,287.75,1,1,0,24.6,37.7,53.1,False,3.0
ANT,83.26,HARD,5.0,25.0,2.0,1,Australian Grand Prix,14,196,-0.42,84.14680000000001,0.2,122.19959266802444,200.7808142777468,100.36241984945637,287.25,1,1,0,24.6,36.7,52.5,False,4.1
LIN,85.096,MEDIUM,17.0,289.0,1.0,1,Australian Grand Prix,12,144,-0.36,85.3546,0.25,120.68792115055817,200.66889632107024,96.44493262249847,282.75,0,1,0,24.6,36.7,52.5,False,4.1
VER,84.757,HARD,17.0,289.0,1.0,1,Australian Grand Prix,13,169,-0.39,84.9448,0.3,121.06130409927029,200.36734012355987,97.15812484819044,289.25,0,1,0,24.6,36.7,52.5,False,4.1
BEA,84.807,MEDIUM,17.0,289.0,1.0,1,Australian Grand Prix,13,169,-0.39,85.04560000000001,0.35,120.38925860281579,201.52261531571875,97.19222462203024,289.5,0,1,0,24.6,36.7,52.5,False,4.1
BOR,85.061,MEDIUM,17.0,289.0,1.0,1,Australian Grand Prix,13,169,-0.39,85.2758,0.4,120.67982970735143,198.9829759009507,96.93575313694868,282.5,0,1,0,24.6,36.7,52.5,False,4.1
NOR,84.053,HARD,6.0,36.0,2.0,1,Australian Grand Prix,13,169,-0.39,84.2554,0.45,122.27430201752598,199.83347210657786,98.37140671111598,285.75,0,1,0,24.6,36.7,52.5,False,4.1
OCO,85.716,HARD,6.0,36.0,2.0,1,Australian Grand Prix,13,169,-0.39,85.48819999999999,0.5,119.3673530289466,200.20020020020021,95.80838323353292,278.0,0,1,0,24.6,36.7,52.5,False,4.1
GAS,85.203,HARD,6.0,36.0,2.0,1,Australian Grand Prix,13,169,-0.39,85.4266,0.55,120.53033346725593,203.47029898830044,95.6378513362733,291.25,0,1,0,24.6,36.7,52.5,False,4.1
SAI,85.151,HARD,6.0,36.0,2.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.2088,0.6,120.56262558606832,197.42253907321086,97.15025906735752,285.75,0,1,0,24.6,36.7,52.5,False,4.1
ALB,85.662,HARD,5.0,25.0,2.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.5668,0.65,120.18829499549294,196.22806061266763,96.35200599523593,282.75,0,1,0,24.6,36.7,52.5,False,4.1
LAW,85.839,HARD,6.0,36.0,2.0,1,Australian Grand Prix,10,100,-0.3,85.9278,0.7,118.9335623905646,198.01980198019803,96.28242845680663,276.25,0,1,0,24.6,36.7,52.5,False,4.1
COL,85.708,HARD,17.0,289.0,2.0,12,Australian Grand Prix,10,100,-0.3,85.93999999999998,0.8,119.12246451143244,198.68646172526078,96.33911368015414,285.25,0,0,0,24.6,36.7,52.5,False,4.1
NOR,85.774,HARD,9.0,81.0,2.0,71,Australian Grand Prix,14,196,-0.42,84.35119999999999,0.25,117.60094080752647,193.23671497584542,98.54374247235302,262.5,0,1,0,24.6,35.7,53.3,False,3.8
VER,83.566,MEDIUM,2.0,4.0,2.0,1,Australian Grand Prix,14,196,-0.42,84.6314,0.3,120.89056046207058,202.6000337666723,99.95002498750625,283.25,1,1,0,24.6,35.7,53.3,False,3.8
LIN,85.424,HARD,2.0,4.0,2.0,1,Australian Grand Prix,13,169,-0.39,85.372,0.35,122.0049479784458,197.91094007696535,95.42237654730035,281.25,0,1,0,24.6,35.7,53.3,False,3.8
BEA,85.186,HARD,2.0,4.0,2.0,1,Australian Grand Prix,14,196,-0.42,84.94919999999999,0.4,118.71393239901072,198.9389920424403,97.91921664626683,282.5,0,1,0,24.6,35.7,53.3,False,3.8
BOR,85.201,HARD,2.0,4.0,2.0,1,Australian Grand Prix,14,196,-0.42,85.2038,0.45,120.18829499549294,194.61563412260784,97.95918367346938,276.0,0,1,0,24.6,35.7,53.3,False,3.8
OCO,86.713,HARD,9.0,81.0,2.0,1,Australian Grand Prix,14,196,-0.42,85.70439999999999,0.5,115.88231507113888,201.42113802942987,95.30364801186002,278.25,0,1,0,24.6,35.7,53.3,False,3.8
GAS,86.578,HARD,9.0,81.0,2.0,1,Australian Grand Prix,14,196,-0.42,85.4084,0.55,115.91589657726118,203.1717365539816,95.23305645203958,287.5,0,1,0,24.6,35.7,53.3,False,3.8
SAI,85.394,HARD,9.0,81.0,2.0,1,Australian Grand Prix,12,144,-0.36,85.0472,0.6,120.20836115934286,197.39006470007678,96.7533863685229,286.25,0,1,0,24.6,35.7,53.3,False,3.8
ALB,85.041,HARD,8.0,64.0,2.0,1,Australian Grand Prix,12,144,-0.36,85.4294,0.65,121.4288123587547,196.31366561238957,97.15025906735752,286.75,0,1,0,24.6,35.7,53.3,False,3.8
LAW,85.068,HARD,9.0,81.0,2.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.7364,0.7,121.75324675324674,195.3019041935659,97.12142876412982,280.0,1,1,0,24.6,35.7,53.3,False,3.8
COL,85.331,HARD,20.0,400.0,2.0,1,Australian Grand Prix,11,121,-0.32999999999999996,85.84259999999999,0.75,120.64747478132647,198.50022055580064,96.37006103437199,283.0,1,0,0,24.6,35.7,53.3,False,3.8
PER,86.49,HARD,2.0,4.0,2.0,1,Australian Grand Prix,8,64,-0.24,87.08059999999999,0.8,118.60832894043227,196.4743764667358,95.20031733439112,277.0,1,1,0,24.6,35.9,53.1,False,2.7
LEC,83.322,MEDIUM,21.0,441.0,1.0,1,Australian Grand Prix,14,196,-0.42,83.7504,0.05,122.76633474287273,201.38733497426716,99.66225568905377,284.5,1,1,0,24.6,35.9,53.1,False,2.7
HAM,83.617,MEDIUM,21.0,441.0,1.0,1,Australian Grand Prix,14,196,-0.42,83.77000000000001,0.1,122.5281644600252,202.04287798855088,98.85221593717392,286.75,0,1,0,24.6,35.9,53.1,False,2.7
RUS,82.67,HARD,9.0,81.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,83.6554,0.15,124.22788916111668,203.19467178416213,100.07227442041476,291.0,1,1,0,24.6,35.9,53.1,False,2.7
ANT,82.781,HARD,9.0,81.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,83.925,0.2,124.33085822828527,200.81441401238357,100.28134488425862,287.5,1,1,0,24.6,35.9,53.1,False,2.7
NOR,83.972,HARD,10.0,100.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,84.299,0.25,122.03803518763348,198.57686579513486,99.05348888399736,276.75,0,1,0,24.6,35.9,53.1,False,2.7
VER,83.536,MEDIUM,3.0,9.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,84.1126,0.3,123.52880623134202,198.78520154610712,99.22002039522641,285.5,1,1,0,24.6,35.9,53.1,False,2.7
LIN,84.182,HARD,3.0,9.0,2.0,1,Australian Grand Prix,14,196,-0.42,85.0954,0.35,121.72854534388313,202.75978597578148,97.68539874637071,288.25,1,1,0,24.6,35.9,53.1,False,2.7
BEA,84.203,HARD,3.0,9.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,84.66420000000001,0.4,121.38786795697474,202.28128336236443,97.96184930202182,289.5,1,1,0,24.6,35.9,53.1,False,2.7
BOR,85.044,HARD,3.0,9.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,85.021,0.45,120.25253031365868,196.63535066637536,97.82874534634094,278.0,0,1,0,24.6,35.9,53.1,False,2.7
GAS,85.678,HARD,10.0,100.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,85.39439999999999,0.5,117.68167107972933,200.0555709919422,97.05596894208995,280.5,0,1,0,24.6,35.9,53.1,False,2.7
OCO,86.571,HARD,10.0,100.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,85.958,0.55,114.3002286004572,201.2747400201275,96.80281803759176,289.5,0,1,0,24.6,35.9,53.1,False,2.7
SAI,85.409,HARD,10.0,100.0,2.0,1,Australian Grand Prix,13,169,-0.39,85.14359999999999,0.6,120.45773940975707,197.67186470459038,96.48629090616708,288.25,0,1,0,24.6,35.9,53.1,False,2.7
ALB,85.065,HARD,9.0,81.0,2.0,1,Australian Grand Prix,13,169,-0.39,85.2364,0.65,121.23661345726411,198.10697776799472,96.77679507513645,285.5,0,1,0,24.6,35.9,53.1,False,2.7
LAW,84.91,HARD,10.0,100.0,2.0,1,Australian Grand Prix,12,144,-0.36,85.5682,0.7,120.0040001333378,200.06668889629879,97.51604951648292,281.5,1,1,0,24.6,36.4,52.8,False,2.9
COL,84.932,HARD,21.0,441.0,2.0,1,Australian Grand Prix,12,144,-0.36,85.4964,0.75,120.9514850154549,198.9389920424403,97.10832973672852,286.5,1,0,0,24.6,36.4,52.8,False,2.9
LEC,83.416,MEDIUM,22.0,484.0,1.0,1,Australian Grand Prix,15,225,-0.44999999999999996,83.674,0.05,122.66176019625881,202.67987839207296,99.1598953312216,286.0,0,1,0,24.6,36.4,52.8,False,2.9
PER,87.262,HARD,3.0,9.0,2.0,1,Australian Grand Prix,9,81,-0.27,87.0962,0.8,117.9554390563565,196.28155498609672,93.74755865732664,270.75,0,1,0,24.6,36.4,52.8,False,2.9
HAM,83.509,MEDIUM,22.0,484.0,1.0,1,Australian Grand Prix,15,225,-0.44999999999999996,83.65720000000002,0.1,123.04327021669287,201.8842530282638,98.8495016337626,288.0,0,1,0,24.6,36.4,52.8,False,2.9
RUS,82.892,HARD,10.0,100.0,2.0,1,Australian Grand Prix,16,256,-0.48,82.815,0.15,123.86031309134698,202.5088597626146,99.8613037447989,289.0,0,1,0,24.6,36.4,52.8,False,2.9
ANT,82.862,HARD,10.0,100.0,2.0,1,Australian Grand Prix,16,256,-0.48,83.16159999999999,0.2,124.75741613529249,201.52261531571875,99.60710530684521,289.75,0,1,0,24.6,36.4,52.8,False,2.9
NOR,83.687,HARD,11.0,121.0,2.0,1,Australian Grand Prix,16,256,-0.48,84.27959999999999,0.25,122.79564757649146,200.01111172842937,98.97995655879684,281.75,1,1,0,24.6,36.4,52.8,False,2.9
VER,83.458,MEDIUM,4.0,16.0,2.0,1,Australian Grand Prix,16,256,-0.48,83.9846,0.3,123.50761630300535,200.14454884082951,99.11075627013187,285.25,1,1,0,24.5,36.6,52.9,False,1.4
LIN,84.29,HARD,4.0,16.0,2.0,1,Australian Grand Prix,15,225,-0.44999999999999996,84.97800000000001,0.35,121.60108089849689,202.78262828817662,97.47644319289505,288.5,0,1,0,24.5,36.6,52.9,False,1.4
BEA,84.02,HARD,4.0,16.0,2.0,1,Australian Grand Prix,16,256,-0.48,84.5558,0.4,121.5723355396461,202.93122886133034,98.17824806370677,292.75,1,1,0,24.5,36.6,52.9,False,1.4
